Price,Close,High,Low,Open,Volume
Ticker,XLK,XLK,XLK,XLK,XLK
Date,,,,,
2020-01-02,44.34926223754883,44.34926223754883,43.84113826956521,43.92661723721968,26567000
2020-01-03,43.850624084472656,44.15455204978016,43.69866191335088,43.70341175018517,30023600
2020-01-06,43.95509338378906,44.00258450019921,43.33299888790197,43.41372798889761,15630000
2020-01-07,43.93610763549805,44.154556675995664,43.869624405108105,44.03108626681534,15363600
2020-01-08,44.40625,44.600949881422515,43.90287224036174,43.983604994185555,23254400
2020-01-09,44.90961837768555,44.938110155931646,44.58669827299377,44.81464336815565,15554800
2020-01-10,44.805152893066406,45.166064524900754,44.72917359445477,45.10433111833723,15330600
2020-01-13,45.365501403808594,45.41773874189182,44.985597772279114,45.009339711276155,15524400
2020-01-14,45.15180587768555,45.465226283399616,45.080572814502865,45.42248861932846,16134600
2020-01-15,45.20405578613281,45.42250125039122,45.05209356651544,45.1803102174474,14417000
2020-01-16,45.811893463134766,45.821389514447986,45.431986195449916,45.49372320971062,11543200
2020-01-17,46.120574951171875,46.16331262342921,45.778659080853984,46.025596307714245,21661000
2020-01-21,46.101566314697266,46.36749919579162,45.96859987415008,45.97809592430469,17975000
2020-01-22,46.267784118652344,46.5907042379374,46.22979266389774,46.391254535072534,15491600
2020-01-23,46.48621368408203,46.52420512587092,46.11580618429864,46.31525581909534,14956400
2020-01-24,46.267784118652344,46.93262008459976,46.10632224747754,46.828145395556874,23617400
2020-01-27,45.166053771972656,45.52221548064257,44.976100136069185,45.18979933510969,35574600
2020-01-28,46.030338287353516,46.153808691237174,45.46522723021694,45.56020585745982,31184400
2020-01-29,46.14906311035156,46.47673306419759,45.963859298977155,46.41024983052803,21126600
2020-01-30,46.54795455932617,46.59069584399081,45.849880725066626,46.130059501508605,19933600
2020-01-31,45.27053451538086,46.30102832759802,45.10907263516788,46.27728276128104,26964600
2020-02-03,45.86888122558594,45.982855590187,45.2705321152208,45.32276945989682,25075600
2020-02-04,47.07033157348633,47.170056414712654,46.55270801885727,46.66667874839248,19097800
2020-02-05,47.34575271606445,47.868126021554616,47.00384058392122,47.84438046291831,32697000
2020-02-06,47.77791213989258,47.792158030289706,47.32677536968157,47.5404709717679,13505600
2020-02-07,47.34101867675781,47.73991807836894,47.24604004085195,47.55471426718313,16598000
2020-02-10,47.98210906982422,47.9916051218823,47.05608639085527,47.06558606597786,16347600
2020-02-11,47.820648193359375,48.39050915141959,47.67818567114275,48.3477678586094,15105800
